id,doi,title,publication_date,type,cited_by_api_url,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name
https://openalex.org/W2106173155,https://doi.org/10.1056/nejmoa1304459,Human Infection with a Novel Avian-Origin Influenza A (H7N9) Virus,2013-04-11,article,https://api.openalex.org/works?filter=cites:W2106173155,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,H5N1 genetic structure; Respiratory tract,Virology; Influenza A virus subtype H5N1; Virus; Transmission and infection of H5N1; Medicine; H5N1 genetic structure; Influenza A virus; Respiratory tract; Human mortality from H5N1; Respiratory tract infections; Avian influenza virus; Coronavirus disease 2019 (COVID-19); Respiratory system; Infectious disease (medical specialty); Disease; Internal medicine,"Influenza A virus; Influenza in Birds; Influenza, Human; Adult; Aged, 80 and over; Animals; China; Fatal Outcome; Female; Genome, Viral; Humans; Influenza A virus; Influenza A virus; Influenza A virus; Influenza in Birds; Influenza in Birds; Influenza, Human; Male; Phylogeny; Poultry; Real-Time Polymerase Chain Reaction; Reassortant Viruses; Respiratory Distress Syndrome; Respiratory Distress Syndrome; Reverse Transcriptase Polymerase Chain Reaction; Sequence Analysis, DNA",genetics; virology; virology; None; None; None; None; None; None; None; None; None; classification; isolation & purification; transmission; None; None; None; None; None; None; None; etiology; None; None; None
https://openalex.org/W3014233146,https://doi.org/10.1126/science.abb7015,"Susceptibility of ferrets, cats, dogs, and other domesticated animals to SARS–coronavirus 2",2020-04-08,article,https://api.openalex.org/works?filter=cites:W3014233146,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; COVID-19 epidemiological studies; COVID-19 Clinical Research Studies,Medicine; Mathematics; Medicine,Health Sciences; Physical Sciences; Health Sciences,Coronavirus; Pandemic; 2019-20 coronavirus outbreak,CATS; Coronavirus; Pandemic; Virology; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Biology; Coronavirus disease 2019 (COVID-19); Transmission (telecommunications); Domestication; Outbreak; Disease; Virus; 2019-20 coronavirus outbreak; Veterinary medicine; Infectious disease (medical specialty); Medicine; Pathology; Internal medicine; Ecology; Electrical engineering; Engineering,"Animals, Domestic; Betacoronavirus; Coronavirus Infections; Disease Models, Animal; Disease Susceptibility; Ferrets; Pandemics; Pneumonia, Viral; Animals; Antibodies, Viral; Antibodies, Viral; Betacoronavirus; Betacoronavirus; Betacoronavirus; COVID-19; Cats; Chickens; Coronavirus Infections; Coronavirus Infections; Dogs; Ducks; Feces; Feces; Female; Male; Pneumonia, Viral; Pneumonia, Viral; RNA, Viral; RNA, Viral; Respiratory System; Respiratory System; SARS-CoV-2; Species Specificity; Sus scrofa; Virus Attachment; Virus Replication",None; physiology; None; None; None; None; None; None; None; None; blood; immunology; None; isolation & purification; None; None; None; virology; transmission; None; None; virology; None; None; None; transmission; virology; isolation & purification; None; virology; None; None; None; None; None; None
https://openalex.org/W2158112812,https://doi.org/10.1126/science.1213362,Airborne Transmission of Influenza A/H5N1 Virus Between Ferrets,2012-06-21,article,https://api.openalex.org/works?filter=cites:W2158112812,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,H5N1 genetic structure; Airborne Transmission,Influenza A virus subtype H5N1; Virology; Hemagglutinin (influenza); Biology; Virus; H5N1 genetic structure; Airborne transmission; Influenza A virus; Transmission (telecommunications); Microbiology; Medicine; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Disease; Pathology; Electrical engineering; Engineering,"Respiratory System; Air Microbiology; Amino Acid Substitution; Animals; Antiviral Agents; Containment of Biohazards; Disease Models, Animal; Female; Ferrets; Hemagglutinin Glycoproteins, Influenza Virus; Humans; Immune Sera; Influenza A Virus, H5N1 Subtype; Influenza in Birds; Influenza, Human; Molecular Sequence Data; Mutagenesis, Site-Directed; Mutation; Orthomyxoviridae Infections; Oseltamivir; Pandemics; Poultry; RNA-Dependent RNA Polymerase; Reassortant Viruses; Receptors, Virus; Reverse Genetics; Serial Passage; Sialic Acids; Viral Proteins; Virulence; Virus Replication; Virus Shedding",virology; None; None; None; pharmacology; None; None; None; None; chemistry; None; None; drug effects; epidemiology; epidemiology; None; None; None; transmission; pharmacology; None; None; chemistry; pathogenicity; metabolism; None; None; metabolism; chemistry; None; None; None
https://openalex.org/W4210997720,https://doi.org/10.1038/s41572-018-0002-y,Influenza,2018-06-28,review,https://api.openalex.org/works?filter=cites:W4210997720,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Pandemic; Antigenic shift; H5N1 genetic structure,Virology; Pandemic; Neuraminidase; Virus; Antigenic drift; Outbreak; Human mortality from H5N1; Influenza A virus subtype H5N1; Antigenic shift; H5N1 genetic structure; Influenza vaccine; Influenza A virus; Infectious disease (medical specialty); Disease; Medicine; Biology; Coronavirus disease 2019 (COVID-19); Pathology,"Influenza, Human; Humans; Influenza, Human; Influenza, Human; Influenza, Human; Quality of Life; Quality of Life",therapy; None; prevention & control; epidemiology; None; psychology; None
https://openalex.org/W2098459942,https://doi.org/10.1016/s0140-6736(12)61684-5,Prediction and prevention of the next pandemic zoonosis,2012-11-30,review,https://api.openalex.org/works?filter=cites:W2098459942,Zoonotic diseases and public health,"Public Health, Environmental and Occupational Health",Health Sciences,Zoonotic diseases and public health; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Zoonosis; Pandemic; 2019-20 coronavirus outbreak; Betacoronavirus; Coronavirus Infections,Zoonosis; Pandemic; Coronavirus disease 2019 (COVID-19); 2019-20 coronavirus outbreak; Virology; Betacoronavirus; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Coronavirus Infections; Medicine; Geography; Outbreak; Infectious disease (medical specialty); Internal medicine; Disease,"Pandemics; Zoonoses; Animals; Blood-Borne Pathogens; Communicable Diseases, Emerging; Environmental Monitoring; Global Health; Health Policy; Humans; International Cooperation; Travel; Virus Diseases",prevention & control; epidemiology; None; None; epidemiology; None; None; None; None; None; None; epidemiology
https://openalex.org/W2071688420,https://doi.org/10.1038/nri3665,Innate immunity to influenza virus infection,2014-04-25,review,https://api.openalex.org/works?filter=cites:W2071688420,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; interferon and immune responses; Immune Response and Inflammation,Medicine; Immunology and Microbiology; Immunology and Microbiology,Health Sciences; Life Sciences; Life Sciences,,Innate immune system; Virus; Pattern recognition receptor; Biology; Immunology; Virology; Influenza A virus; Immune system; Acquired immune system; Immunity; Effector; Viral replication,"Orthomyxoviridae; Orthomyxoviridae Infections; Animals; Humans; Immunity, Innate; Immunity, Innate; Orthomyxoviridae; Orthomyxoviridae Infections; Receptors, Pattern Recognition; Receptors, Pattern Recognition",immunology; immunology; None; None; None; immunology; None; None; None; immunology
https://openalex.org/W3101992496,https://doi.org/10.1126/science.abe8499,SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo,2020-11-13,article,https://api.openalex.org/works?filter=cites:W3101992496,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; Viral gastroenteritis research and epidemiology; SARS-CoV-2 detection and testing,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Ex vivo; Infectivity; Nidovirales; Coronavirus,Biology; Virology; Ex vivo; Viral replication; Virus; In vivo; Infectivity; Nidovirales; Coronavirus; Immunology; Genetics; Disease; Coronavirus disease 2019 (COVID-19); Internal medicine; Medicine; Infectious disease (medical specialty),"COVID-19; COVID-19; SARS-CoV-2; SARS-CoV-2; Amino Acid Substitution; Angiotensin-Converting Enzyme 2; Angiotensin-Converting Enzyme 2; Animals; Asparagine; Asparagine; COVID-19; Cricetinae; Genetic Fitness; Genetic Fitness; Glycine; Glycine; Humans; Mesocricetus; Mice; Mice, Transgenic; Respiratory Mucosa; Respiratory Mucosa; SARS-CoV-2; Virulence; Virulence; Virus Replication; Virus Replication",transmission; virology; pathogenicity; genetics; None; None; genetics; None; None; genetics; None; None; None; genetics; None; genetics; None; None; None; None; None; virology; None; None; genetics; None; genetics
https://openalex.org/W2112982331,https://doi.org/10.1016/s0140-6736(14)60111-2,Clinical and epidemiological characteristics of a fatal case of avian influenza A H10N8 virus infection: a descriptive study,2014-02-01,article,https://api.openalex.org/works?filter=cites:W2112982331,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Respiratory viral infections research,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,H5N1 genetic structure; Molecular Epidemiology,Virology; Virus; Neuraminidase; Influenza A virus subtype H5N1; Biology; H5N1 genetic structure; Molecular epidemiology; Influenza A virus; Phylogenetic tree; Microbiology; Genotype; Gene; Medicine; Genetics; Infectious disease (medical specialty); Disease; Coronavirus disease 2019 (COVID-19); Pathology,"Influenza A virus; Influenza in Birds; Influenza, Human; Influenza, Human; Multiple Organ Failure; Poultry; Aged; Animals; Antiviral Agents; Antiviral Agents; China; Commerce; DNA, Viral; DNA, Viral; Fatal Outcome; Female; Glutamic Acid; Glutamic Acid; Humans; Influenza A Virus, H9N2 Subtype; Influenza A Virus, H9N2 Subtype; Influenza A virus; Influenza A virus; Influenza A virus; Influenza in Birds; Influenza, Human; Influenza, Human; Lysine; Lysine; Multiple Organ Failure; Neuraminidase; Neuraminidase; Phylogeny; Poultry; RNA-Dependent RNA Polymerase; RNA-Dependent RNA Polymerase; Reverse Transcriptase Polymerase Chain Reaction; Sequence Analysis, DNA; Trachea; Trachea; Viral Proteins; Viral Proteins",classification; virology; virology; diagnosis; virology; virology; None; None; pharmacology; None; None; None; None; analysis; None; None; None; metabolism; None; isolation & purification; None; genetics; drug effects; None; None; drug therapy; None; metabolism; None; None; antagonists & inhibitors; None; None; None; None; metabolism; None; None; None; virology; None; metabolism
https://openalex.org/W2903201721,https://doi.org/10.1038/s41579-018-0115-z,Host and viral determinants of influenza A virus species specificity,2018-11-28,review,https://api.openalex.org/works?filter=cites:W2903201721,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; interferon and immune responses,Medicine; Agricultural and Biological Sciences; Immunology and Microbiology,Health Sciences; Life Sciences; Life Sciences,Pandemic; Viral evolution,Biology; Pandemic; Virus; Host (biology); Virology; Influenza A virus; Genome; Viral evolution; Viral entry; Orthomyxoviridae; Viral replication; Gene; Genetics; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Disease; Medicine; Pathology,"Birds; Host Microbial Interactions; Host Specificity; Influenza A virus; Influenza in Birds; Animals; Birds; Humans; Immunity, Innate; Influenza A virus; Influenza A virus; Influenza in Birds; Influenza, Human; Influenza, Human; Pandemics; Species Specificity; Viral Proteins; Viral Proteins",virology; None; None; physiology; virology; None; None; None; None; classification; None; None; None; virology; None; None; None; genetics
https://openalex.org/W2120350078,https://doi.org/10.1056/nejmra1208802,Pandemic Preparedness and Response — Lessons from the H1N1 Influenza of 2009,2014-04-02,review,https://api.openalex.org/works?filter=cites:W2120350078,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; COVID-19 epidemiological studies; Viral Infections and Outbreaks Research,Medicine; Mathematics; Medicine,Health Sciences; Physical Sciences; Health Sciences,Pandemic; Preparedness; H1n1 pandemic; Pandemic influenza; 2019-20 coronavirus outbreak; Influenza pandemic,Medicine; Pandemic; Preparedness; Virology; Coronavirus disease 2019 (COVID-19); H1n1 pandemic; Pandemic influenza; 2019-20 coronavirus outbreak; Influenza pandemic; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Human mortality from H5N1; Medical emergency; Outbreak; Infectious disease (medical specialty); Disease; Internal medicine; Political science; Law,"Global Health; Influenza A Virus, H1N1 Subtype; Influenza, Human; Influenza, Human; Pandemics; History, 21st Century; Humans; Influenza, Human; Pandemics; Pandemics; Practice Guidelines as Topic; World Health Organization",None; None; epidemiology; prevention & control; prevention & control; None; None; None; None; history; None; None
