altmetric_id,doi,source_type,title,url,posted_on,summary,first_order_doi
31961275,10.1371/journal.pone.0188453,blogs,Top stories in science this week,https://thesurg.com/science-this-week-jan-3-2017/,2018-01-21T12:17:00+00:00,"Researchers have developed a single blood test that screens for eight common cancer types The test, called CancerSEEK, is a unique noninvasive, multianalyte test that simultaneously evaluates levels of eight cancer proteins and the presence of cancer ge...",
31961275,10.1371/journal.pone.0188453,blogs,"Virus simile al vaiolo creato in laboratorio, ‘ricetta’ pubblicata online: è polemica",https://scienze.fanpage.it/virus-simile-al-vaiolo-creato-in-laboratorio-ricetta-pubblicata-online-e-polemica/,2018-01-22T17:24:00+00:00,"Ricercatori canadesi hanno creato un agente patogeno simile al vaiolo per sviluppare un vaccino migliore, ma hanno pubblicato online la ""ricetta"" scatenando le aspre polemiche dei colleghi. Per alcuni adesso il mondo &egrave; pi&ugrave; vulnerabile al v...",
31961275,10.1371/journal.pone.0188453,blogs,A Paper Showing How to Make a Smallpox Cousin Just Got Published,http://bioethicsbulletin.org/archive/a-paper-showing-how-to-make-a-smallpox-cousin-just-got-published,2018-01-22T17:20:00+00:00,Critics wonder why,
31961275,10.1371/journal.pone.0188453,blogs,Инструкция для террориста,https://nplus1.ru/blog/2018/01/24/horsepox,2018-01-24T09:34:00+00:00,&#1042;&nbsp;&#1089;&#1074;&#1103;&#1079;&#1080; &#1089;&nbsp;&#1101;&#1090;&#1080;&#1084; &#1085;&#1072;&#1091;&#1095;&#1085;&#1072;&#1103; &#1086;&#1073;&#1097;&#1077;&#1089;&#1090;&#1074;&#1077;&#1085;&#1085;&#1086;&#1089;&#1090;&#1100; &#1088;&#1072...,
31961275,10.1371/journal.pone.0188453,blogs,TWiV 478: A pox on your horse,http://www.microbe.tv/twiv/twiv-478/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+twivmp3+%28This+Week+in+Virology+-+MP3+Edition%29,2018-01-28T16:19:00+00:00,"The TWiV team explains how infectious horsepox virus - likely the ancestor of smallpox vaccines - was recovered from chemically synthesized DNA fragments. Hosts:&nbsp;Vincent Racaniello, Dickson Despommier,&nbsp;Alan Dove, Rich Condit, and Kathy Spindle...",
31961275,10.1371/journal.pone.0188453,blogs,Did Pox Virus Research Put Potential Profits Ahead of Public Safety?,https://www.npr.org/sections/health-shots/2018/02/17/585385308/did-pox-virus-research-put-potential-profits-ahead-of-public-safety?utm_medium=RSS&utm_campaign=health,2018-02-17T13:08:11+00:00,,
31961275,10.1371/journal.pone.0188453,blogs,Did smallpox virus research put potential profits ahead of public safety?,http://feeds.scpr.org/~r/893KpccSouthernCaliforniaNews-Health/~3/x2j2sERjLSo/,2018-02-17T18:41:08+00:00,"Vials of smallpox vaccine sit on a counter before a vaccination on December 16, 2002 at Mid-Florida Biologicals in Altamonte Springs, Florida.;  Credit: Chris Livingston/Getty Images Nell Greenfieldboyce | NPRIn the brave new world of synthetic biology, s...",
31961275,10.1371/journal.pone.0188453,blogs,"As D.I.Y. Gene Editing Gains Popularity, ‘Someone Is Going to Get Hurt’",https://www.nytimes.com/2018/05/14/science/biohackers-gene-editing-virus.html?partner=rss&emc=rss,2018-05-14T16:24:28+00:00,"After researchers created a virus from mail-order DNA, geneticists sound the alarm about the genetic tinkering carried out in garages and living rooms.",
31961275,10.1371/journal.pone.0188453,blogs,"Urgent need to prepare for manmade virus attacks, says US government report",https://www.theguardian.com/science/2018/jun/19/urgent-need-to-prepare-for-manmade-virus-attacks-says-us-government-report,2018-06-19T16:26:11+00:00,"Report warns that swift progress in our ability to manufacture viruses is making us vulnerable to biological attacksThe rapid rise of synthetic biology, a futuristic field of science that seeks to master the machinery of life, has raised the risk of a n...",
31961275,10.1371/journal.pone.0188453,blogs,TWiV 499: Good virologists go to Halifax,http://feedproxy.google.com/~r/twivmp3/~3/fCn6RRKWv-k/,2018-06-24T10:00:00+00:00,"Vincent and Alan travel to the Canadian Society for Virology meeting in Halifax, Nova Scotia to speak with Nathalie and Craig about their vision for the society, and with Kate and Ryan about their careers and their research. Hosts: Vincent Racanielloand A...",
