id,doi,title,publication_date,type,cited_by_api_url,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name
https://openalex.org/W2006120701,https://doi.org/10.1038/nri1310,Immune surveillance in the skin: mechanisms and clinical consequences,2004-03-01,review,https://api.openalex.org/works?filter=cites:W2006120701,Dermatology and Skin Diseases,Dermatology,Health Sciences,Dermatology and Skin Diseases; Immunotherapy and Immune Responses; Immune Response and Inflammation,Medicine; Immunology and Microbiology; Immunology and Microbiology,Health Sciences; Life Sciences; Life Sciences,Immune surveillance,Immune system; Innate immune system; First line; Immunology; Acquired immune system; Immune surveillance; Mechanism (biology); Biology; Medicine; Philosophy; Epistemology; Internal medicine,"Immune System; Immunity, Innate; Skin; Animals; Cancer Vaccines; Cancer Vaccines; Humans; Immune System; Immunity, Innate; Psoriasis; Psoriasis; Skin; Smallpox Vaccine; Smallpox Vaccine",immunology; immunology; immunology; None; None; immunology; None; None; None; None; immunology; None; None; immunology
https://openalex.org/W2097202840,https://doi.org/10.1016/s1473-3099(03)00856-9,Human monkeypox: an emerging zoonosis,2004-01-01,review,https://api.openalex.org/works?filter=cites:W2097202840,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Monkeypox; Zoonosis; Orthopoxvirus; Natural reservoir; Poxviridae,Monkeypox; Smallpox; Zoonosis; Orthopoxvirus; Virology; Natural reservoir; Poxviridae; Medicine; Biology; Virus; Vaccination; Vaccinia; Biochemistry; Gene; Recombinant DNA,"Disease Outbreaks; Disease Reservoirs; Mpox (monkeypox); Sciuridae; Adult; Africa; Africa; Animals; Bioterrorism; Child; Diagnosis, Differential; Dogs; Exanthema; Exanthema; Exanthema; Humans; Monkeypox virus; Monkeypox virus; Monkeypox virus; Mpox (monkeypox); Mpox (monkeypox); Mpox (monkeypox); Population Surveillance; Rabbits; Rats; Rodentia; Smallpox Vaccine; Smallpox Vaccine; Smallpox Vaccine; United States; United States",None; None; epidemiology; None; None; epidemiology; None; None; None; None; None; None; None; virology; pathology; None; isolation & purification; immunology; None; None; prevention & control; pathology; None; None; None; None; administration & dosage; immunology; None; epidemiology; None
https://openalex.org/W2891488137,https://doi.org/10.3389/fpubh.2018.00241,Emergence of Monkeypox as the Most Important Orthopoxvirus Infection in Humans,2018-09-04,review,https://api.openalex.org/works?filter=cites:W2891488137,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Case fatality rate; Orthopoxvirus; Smallpox vaccine,Monkeypox; Smallpox; Case fatality rate; Outbreak; Orthopoxvirus; Virology; Public health; Epidemiology; Smallpox vaccine; Disease; Medicine; Environmental health; Vaccination; Biology; Population; Vaccinia; Pathology; Biochemistry; Gene; Recombinant DNA,,
https://openalex.org/W4211177539,https://doi.org/10.1038/nrmicro1099,Poxvirus tropism,2005-03-01,review,https://api.openalex.org/works?filter=cites:W4211177539,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Virus-based gene therapy research; Immunotherapy and Immune Responses,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",Life Sciences; Life Sciences; Life Sciences,Poxviridae; Tissue tropism; Monkeypox; Myxoma virus; Orthopoxvirus; Variola virus,Biology; Virology; Tropism; Poxviridae; Tissue tropism; Monkeypox; Vaccinia; Myxoma virus; Smallpox; Virus; Host (biology); Orthopoxvirus; Population; Variola virus; Oncolytic virus; Gene; Vaccination; Genetics; Medicine; Environmental health; Recombinant DNA,"Poxviridae; Poxviridae Infections; Poxviridae Infections; Animals; Genes, Viral; Genes, Viral; Genetic Vectors; Genetic Vectors; Humans; Poxviridae; Poxviridae; Poxviridae; Poxviridae Infections; Viral Vaccines; Viral Vaccines; Viral Vaccines; Virus Replication; Virus Replication; Zoonoses; Zoonoses; Zoonoses",pathogenicity; virology; prevention & control; None; genetics; None; genetics; None; None; physiology; genetics; None; None; genetics; therapeutic use; None; genetics; None; virology; transmission; None
https://openalex.org/W1976892064,https://doi.org/10.1038/nrmicro1927,"Reprogrammed viruses as cancer therapeutics: targeted, armed and shielded",2008-06-16,review,https://api.openalex.org/works?filter=cites:W1976892064,Virus-based gene therapy research,Genetics,Life Sciences,Virus-based gene therapy research; CRISPR and Genetic Engineering; Bacteriophages and microbial interactions,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Environmental Science",Life Sciences; Life Sciences; Physical Sciences,Virotherapy,Oncolytic virus; Virotherapy; Cancer; Biology; Virus; Cancer cell; Virology; Computational biology; Cancer research; Genetics,Oncolytic Virotherapy; Viruses; Drug Delivery Systems; Gene Transfer Techniques; Genetic Therapy; Genetic Vectors; Humans; Neoplasms; Oncolytic Viruses,methods; genetics; None; None; None; None; None; immunology; genetics
https://openalex.org/W1989893709,https://doi.org/10.1099/vir.0.055921-0,"Vaccinia virus immune evasion: mechanisms, virulence and immunogenicity",2013-09-03,review,https://api.openalex.org/works?filter=cites:W1989893709,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Virus-based gene therapy research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,,Biology; Vaccinia; Virology; Immune system; Immunogenicity; Chemokine; Virus; Innate immune system; Virulence; Microbiology; Immunology; Gene; Recombinant DNA; Genetics,Immune Evasion; Vaccinia virus; Vaccinia virus; Viral Proteins; Animals; Humans; Immune Evasion; Immunomodulation; Vaccinia; Vaccinia; Vaccinia; Vaccinia virus; Vaccinia virus; Viral Proteins; Viral Proteins; Virulence,immunology; immunology; pathogenicity; metabolism; None; None; None; None; None; virology; immunology; None; metabolism; None; genetics; None
https://openalex.org/W1977179623,https://doi.org/10.1016/j.immuni.2006.02.006,Cytokine Milieu of Atopic Dermatitis Skin Subverts the Innate Immune Response to Vaccinia Virus,2006-03-01,article,https://api.openalex.org/works?filter=cites:W1977179623,Dermatology and Skin Diseases,Dermatology,Health Sciences,Dermatology and Skin Diseases; Transgenic Plants and Applications; Herpesvirus Infections and Treatments,"Medicine; Biochemistry, Genetics and Molecular Biology; Medicine",Health Sciences; Life Sciences; Health Sciences,Cathelicidin,Cathelicidin; Vaccinia; Innate immune system; Biology; Viral replication; Immunology; Atopic dermatitis; Immune system; Virus; Virology; Cytokine; Psoriasis; Antimicrobial peptides; Microbiology; Antimicrobial; Biochemistry; Gene; Recombinant DNA,"Antimicrobial Cationic Peptides; Dermatitis, Atopic; Interleukin-13; Interleukin-4; Skin; Vaccinia virus; Virus Replication; Adult; Animals; Antimicrobial Cationic Peptides; Cells, Cultured; Dermatitis, Atopic; Humans; Immunity, Innate; Interleukin-13; Interleukin-4; Mice; Mice, Inbred BALB C; Middle Aged; STAT6 Transcription Factor; STAT6 Transcription Factor; Skin; Skin; Smallpox Vaccine; Smallpox Vaccine; Toll-Like Receptor 3; Toll-Like Receptor 3; Vaccinia virus; Vaccinia virus",biosynthesis; immunology; physiology; physiology; virology; immunology; None; None; None; None; None; None; None; None; None; None; None; None; None; None; physiology; None; immunology; None; immunology; None; physiology; None; physiology
https://openalex.org/W2021955343,https://doi.org/10.2217/17460913.2.1.17,Human Monkeypox: An Emerging Zoonotic Disease,2007-02-01,review,https://api.openalex.org/works?filter=cites:W2021955343,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Zoonotic disease,Monkeypox; Zoonotic disease; Virology; Disease; Biology; Medicine; Pathology; Biochemistry; Gene; Vaccinia; Recombinant DNA,Monkeypox virus; Mpox (monkeypox); Africa; Africa; Animals; Humans; Monkeypox virus; Monkeypox virus; Mpox (monkeypox); Mpox (monkeypox); Mpox (monkeypox); Virulence; Virulence; Zoonoses; Zoonoses; Zoonoses; Zoonoses,pathogenicity; virology; epidemiology; None; None; None; genetics; None; transmission; epidemiology; None; genetics; None; virology; transmission; None; epidemiology
https://openalex.org/W2028814295,https://doi.org/10.3390/v7041726,The Evolution of Poxvirus Vaccines,2015-04-07,review,https://api.openalex.org/works?filter=cites:W2028814295,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Immunotherapy and Immune Responses,Immunology and Microbiology; Medicine; Immunology and Microbiology,Life Sciences; Health Sciences; Life Sciences,Cowpox virus; Cowpox; Poxviridae; Orthopoxvirus; Variola virus; Modified vaccinia Ankara; Recombinant virus,Vaccinia; Cowpox virus; Virology; Cowpox; Smallpox; Poxviridae; Orthopoxvirus; Biology; Variola virus; Vaccination; Virus; Modified vaccinia Ankara; Immunogenicity; Genome; Recombinant virus; DNA vaccination; Recombinant DNA; Immunology; Gene; Genetics; Immune system,"Smallpox; Smallpox Vaccine; Smallpox Vaccine; Animals; History, 18th Century; History, 19th Century; History, 20th Century; History, 21st Century; Humans; Poxviridae; Poxviridae; Poxviridae; Smallpox; Smallpox Vaccine; Smallpox Vaccine; Vaccines, Attenuated; Vaccines, Attenuated; Vaccines, Attenuated; Vaccines, Attenuated; Vaccines, Synthetic; Vaccines, Synthetic; Vaccines, Synthetic; Vaccines, Synthetic",prevention & control; history; isolation & purification; None; None; None; None; None; None; None; immunology; isolation & purification; None; None; immunology; history; isolation & purification; None; immunology; isolation & purification; None; immunology; history
https://openalex.org/W3002499566,https://doi.org/10.3390/v12020138,Smallpox in the Post-Eradication Era,2020-01-24,review,https://api.openalex.org/works?filter=cites:W3002499566,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Viral gastroenteritis research and epidemiology,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Variola virus; Smallpox virus,Smallpox; Variola virus; Public health; Virology; Vaccination; Smallpox virus; Population; Vaccinia; Medicine; Environmental health; Biology; Pathology; Biochemistry; Gene; Recombinant DNA,Advisory Committees; Containment of Biohazards; Disease Eradication; Guidelines as Topic; Smallpox; Variola virus; Biological Warfare Agents; Guidelines as Topic; Humans; Program Development; September 11 Terrorist Attacks; Smallpox; Smallpox; Smallpox; Smallpox Vaccine; Smallpox Vaccine; World Health Organization,None; None; None; standards; prevention & control; None; None; None; None; None; None; virology; epidemiology; None; None; supply & distribution; None
