altmetric_id,doi,source_type,title,url,posted_on,summary,first_order_doi
509140,10.1126/science.1072266,blogs,Influenza aviaria open source...,http://www.marcoscan.com/2011/12/influenza-aviaria-open-source.html,2011-12-27T16:38:00+00:00,"Anno 2002 Eckard Wimmer, un virologo della Stony Brook University, dimostra come sia possibile sintetizzare da zero in laboratorio un virus vivo, nello specifico quello responsabile della polio [1]. Viene così smentito uno degli assiomi della biologia che...",
509140,10.1126/science.1072266,blogs,Dilemas de Biopeligrosidad,http://amazings.es/2012/02/15/dilemas-de-biopeligrosidad/,2012-02-15T08:30:00+00:00,"Ian Ramshaw | Imagen - Biosecurity.edu.au Hace diez años, Ian Ramshaw, investigador de la John Curtis School of Medicine, descolgó el teléfono a un hombre de avanzada edad que llamaba desde Londres. El anciano, que decía ser científico, le llamaba “para a...",
509140,10.1126/science.1072266,blogs,Synthesizing A Human Genome,http://epigenie.com/synthesizing-a-human-genome/,2016-06-17T04:07:00+00:00,"One score and six years ago, humanity embarked upon the Human Genome Project (HGP), sequencing all 3 gigabases of our genetic instruction manual. More than 1000 human genomes later, a consortium of synthetic biology heavy-hitters has proposed a new gran...",
509140,10.1126/science.1072266,blogs,Influenza aviaria open source,https://www.marcoscan.com/2011/12/influenza-aviaria-open-source/,2011-12-27T15:38:21+00:00,"Virus H5N1 	 	    Anno 2002  Eckard Wimmer, un virologo della Stony Brook University, dimostra come sia possibile sintetizzare da zero in laboratorio un virus vivo, nello specifico quello responsabile della polio 1. Viene così smentito uno degli assiomi d...",
509140,10.1126/science.1072266,blogs,С правом на переписку,https://nplus1.ru/material/2019/06/03/synthetic,2019-06-03T15:05:11+00:00,Как и зачем ученые синтезируют геномы живых организмов,
509140,10.1126/science.1072266,blogs,Self-Replicating Xenobots Could Help Cure Diseases—Or Create New Bioweapons,https://singularityhub.com/2021/12/10/self-replicating-xenobots-could-help-cure-diseases-or-create-new-bioweapons/,2021-12-10T15:00:43+00:00,"In 2020, scientists made global headlines by creating “xenobots”—tiny “programmable” living things made of several thousand frog stem cells. These pioneer xenobots could move around in fluids, and scientists claimed they could be useful for monitoring rad...",
509140,10.1126/science.1072266,blogs,"Design, construction, and functional characterization of a tRNA neochromosome in yeast",https://www.cell.com/cell/fulltext/S0092-8674(23)01130-3?rss=yes,2023-11-08T00:00:00+00:00,A designer tRNA neochromosome containing all 275 nuclear tRNA genes of Saccharomyces cerevisiae reveals unexpected genomic plasticity and insights into both tRNA and chromosome biology.,
509140,10.1126/science.1072266,blogs,Debugging and consolidating multiple synthetic chromosomes reveals combinatorial genetic interactions,https://www.cell.com/cell/fulltext/S0092-8674(23)01079-6?rss=yes,2023-11-08T00:00:00+00:00,"Multiple synthetic chromosomes in Sc2.0 were consolidated together into a single yeast strain, revealing combinational genetic interactions through CRISPR D-BUGS.",
509140,10.1126/science.1072266,blogs,The Dangers of Mirrored Life,https://www.asimov.press/p/mirror-life,2024-12-12T19:01:54+00:00,"The creation of a &#8220;mirrored&#8221; organism could &#8220;trigger severe ecological disruptions,&#8221; according to a 300-page technical report released today. Its authors claim such organisms could quickly spread across the world, fatally infect ...",
509140,10.1126/science.1072266,video,El Coronavirus (SARS-CoV-2) es un virus creado en Laboratorio?,https://www.youtube.com/watch?v=UO8j1sIBTC8,2020-04-22T04:12:50+00:00,"Se explica de manera sencilla y divertida, si existe evidencia de que el coronavirus fue creado en un laboratorio o es de origen natural.  Link: Articulo sobre el origen del Coronavirus: https://www.nature.com/articles/s41591-020-0820-9  Donde econtrar ...",
509140,10.1126/science.1072266,news,The next pandemic could be downloaded from the internet,http://theconversation.com/the-next-pandemic-could-be-downloaded-from-the-internet-22653,2014-02-03T14:24:23+00:00,"Last October, scientists in California sequenced the DNA for the “type H” botulinum toxin. One gram of this toxin would be sufficient to kill half a billion people , making it the deadliest substance yet discovered – with no antidote. The DNA sequence was...",
509140,10.1126/science.1072266,news,The next pandemic could be downloaded from the internet,http://www.technology.org/2014/02/04/next-pandemic-downloaded-internet/,2014-02-04T09:00:28+00:00,"Too much information could be a recipe for disaster. Abode of Chaos Last October, scientists in California sequenced the DNA for the “type H” botulinum toxin. One gram of this toxin would be sufficient to kill half a billion people, making it the deadlies...",
509140,10.1126/science.1072266,news,The next pandemic could be downloaded from the internet,http://phys.org/news/2014-02-pandemic-downloaded-internet.html,2014-02-04T12:40:02+00:00,"Last October, scientists in California sequenced the DNA for the ""type H"" botulinum toxin. One gram of this toxin would be sufficient to kill half a billion people, making it the deadliest substance yet discovered – with no antidote. The DNA sequence was ...",
509140,10.1126/science.1072266,news,Scientists Build a Yeast Chromosome From Scratch. Next Up? Designer Genomes,http://www.smithsonianmag.com/science-nature/scientists-build-yeast-chromosome-scratch-next-up-designer-genomes-180950281/,2014-03-27T18:01:20+00:00,"Creating synthetic organisms with specially-tailored genomes is a long way off, but the first synthetic eukaryotic chromosome is a big step forward",
509140,10.1126/science.1072266,news,"中国科学家搞了大事情:让酵母菌在无限可能中""成",http://go.rss.sina.com.cn/redirect.php?url=http%3A%2F%2Ftech.sina.com.cn%2Fd%2Fi%2F2017-04-07%2Fdoc-ifyeceza1442562.shtml,2017-04-07T01:38:16+00:00,"来源:科学人公众号 原标题:中国科学家们搞了个大事情,让酵母菌在无限的可能中找到更好的自己...... 上个月,叫兽君的朋友圈被一则“中国科学家再造人工合成生命”的新闻刷屏了。该报道称,中国科学家以“史无前例”的姿态,用封面文章的形式,在顶级期刊《科学》杂志上同时发表了4...",
509140,10.1126/science.1072266,news,"上个月,叫兽君的朋友圈被一则“中国科学家再造人工合成生命”的新闻刷屏了。",http://tech.sina.com.cn/d/i/2017-04-07/doc-ifyeceza1442562.shtml,2017-04-07T01:38:17+00:00,"来源:科学人公众号 原标题:中国科学家们搞了个大事情,让酵母菌在无限的可能中找到更好的自己...... 该报道称,中国科学家以“史无前例”的姿态,用封面文章的形式,在顶级期刊《科学》杂志上同时发表了4篇论文。论文称科学家们从头编写了一种真核生命——酿酒酵母的DNA,从而创造...",
509140,10.1126/science.1072266,news,Writing the human genome,http://cen.acs.org/articles/95/i28/Writing-human-genome.html,2017-07-10T07:25:53+00:00,A group of researchers plan to synthesize the human genome from scratch. They face huge scientific hurdles—and public scrutiny Credit: Will Ludwig/C&EN/Shutterstock Credit: Will Ludwig/C&EN/Shutterstock In brief Synthetic biologists have been...,
509140,10.1126/science.1072266,news,Synthetic Biology Could Allow Bad Actors to Re-Create Smallpox,http://www.slate.com/articles/technology/future_tense/2017/10/synthetic_biology_could_lead_to_the_re_emergence_of_smallpox.html,2017-10-19T11:19:00+00:00,"If we don’t take steps now, synthetic biology could let bad actors re-create the devastating virus.",
509140,10.1126/science.1072266,news,Synthetic Biology Could Allow Bad Actors to Re-Create Smallpox,http://trueviralnews.com/synthetic-biology-could-allow-bad-actors-to-re-create-smallpox/,2017-10-20T03:38:07+00:00,"SynBioBeta, which bills itself as the world’s premier forum for innovators and investors interested in synthetic biology, concluded its sixth annual conference in San Francisco earlier this month.",
509140,10.1126/science.1072266,news,Synthetic biology could allow bad actors to recreate smallpox,http://www.businessinsider.com/heres-how-deadly-eradicated-viruses-could-re-emerge-2017-10,2017-10-21T17:57:00+00:00,"Synthetic biology is controversial form of research. A synthetic biological lab in Canada has recently constructed artificial smallpox from scratch, causing fear over the misuse of synthetic biology.",
509140,10.1126/science.1072266,news,Synthetic biology could allow bad actors to recreate smallpox,http://www.latestnigeriannews.com/news/5067500/synthetic-biology-could-allow-bad-actors-to-recreate-smallpox.html,2017-10-21T18:39:01+00:00,"Published by Business Insider on Sat, 21 Oct 2017 Synthetic biology is controversial form of research.A synthetic biological lab in Canada has recently constructed artificial smallpox from scratch, causing fear over themisuse of synthetic biology.Ther...",
509140,10.1126/science.1072266,news,Vaccine causing polio in Africa? Context from an expert,https://thebulletin.org/2018/07/vaccine-causing-polio-in-africa-context-from-an-expert/,2018-07-06T18:18:42+00:00,"Oral polio vaccine is administered to a child in Africa. Polio, once among the most dreaded diseases even in the richest countries, has seemed on the verge of eradication for years now—but only on the verge.",
509140,10.1126/science.1072266,news,"Vaccination: Do your own research, exercise due diligence and reserve judgment",https://www.sott.net/article/412881-Vaccination-Do-your-own-research-exercise-due-diligence-and-reserve-judgment,2019-05-11T19:24:12+00:00,© Spectrum: Autism Research News It seems we are rapidly moving towards compulsory vaccination in the West.,
509140,10.1126/science.1072266,news,"科学人前沿 中国科学家搞了个大新闻,我们要创造人工生命! 这个人造的生命宝宝会有无限的进化可能哦! 经常脚滑的Foxy",https://www.guokr.com/article/442119,2019-08-27T13:47:10+00:00,"上个月,叫兽君的朋友圈被一则“中国科学家再造人工合成生命”的新闻刷屏了。该报道称,中国科学家以“史无前例”的姿态,用封面文章的形式,在顶级期刊《科学》杂志上同时发表了4篇论文。论文称科学家们从头 编写了一种真核生命——酿酒酵母的DNA ,从而创造了人造的真核生命。 《...",
509140,10.1126/science.1072266,news,"中国科学家搞了个大新闻,我们要创造人工生命!",https://www.guokr.com/article/442119?alm_mvr=0,2019-09-24T20:00:10+00:00,"上个月,叫兽君的朋友圈被一则“中国科学家再造人工合成生命”的新闻刷屏了。该报道称,中国科学家以“史无前例”的姿态,用封面文章的形式,在顶级期刊《科学》杂志上同时发表了4篇论文。论文称科学家们从头 编写了一种真核生命——酿酒酵母的DNA ,从而创造了人造的真核生命。 《...",
509140,10.1126/science.1072266,news,Risikofaktor Forschung: Wenn Viren aus dem Labor entkommen,https://www.spektrum.de/news/risiken-in-der-virenforschung/1727156,2020-04-29T06:41:04+00:00,"Laden... Im Jahr 2005 ließen die Labore der Centers for Disease Control and Prevention in Atlanta, USA, das seit einem Jahrhundert verschwundene Virus der Spanischen Grippe wiederauferstehen.",
509140,10.1126/science.1072266,news,Top-Innovationen 2020: Nächste Schritte beim Nachbau des Lebens,https://www.spektrum.de/news/die-synthese-des-gesamten-genoms/1802321,2020-12-30T07:00:00+00:00,Top-Innovationen 2020: Nächste Schritte beim Nachbau des Lebens Das Projekt »Forscher bauen biologische Zelle« ist über den Beta-Status hinaus.,
509140,10.1126/science.1072266,news,"De levande robotarna är på frammarsch: Xenobotar, hot eller möjlighet?",https://svenska.yle.fi/artikel/2021/02/13/de-levande-robotarna-ar-pa-frammarsch-xenobotar-hot-eller-mojlighet,2021-02-13T04:30:00+00:00,Vi står på tröskeln till en biologisk revolution. Det syntetiska livet är snart här.,
509140,10.1126/science.1072266,news,Six dangereux virus créés en laboratoire,https://www.futura-sciences.com/sante/questions-reponses/virus-six-dangereux-virus-crees-laboratoire-15313/#xtor%3DRSS-11,2021-04-07T14:30:05+00:00,"Alors que l'hypothèse d'un virus échappé d'un laboratoire persiste toujours à propos du SARS-CoV-2, d'autres virus extrêmement pathogènes ont bien été créés par l'Homme, officiellement dans le but de mieux étudier et prévenir les épidémies.",
509140,10.1126/science.1072266,news,Are No Time to Die's designer diseases possible in real life? The science behind Bond,https://www.syfy.com/syfywire/no-time-die-james-bond-nanobot-disease-genetic-real-science,2021-10-20T15:35:09+00:00,"No Time to Die may have been Daniel Craig's final appearance as James Bond, but it introduced new characters and a terrifying new type of warfare — a weapon that could find its way to the real world with insidious implications.",
