id,doi,title,publication_date,type,cited_by_api_url,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name
https://openalex.org/W2106173155,https://doi.org/10.1056/nejmoa1304459,Human Infection with a Novel Avian-Origin Influenza A (H7N9) Virus,2013-04-11,article,https://api.openalex.org/works?filter=cites:W2106173155,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,H5N1 genetic structure; Respiratory tract,Virology; Influenza A virus subtype H5N1; Virus; Transmission and infection of H5N1; Medicine; H5N1 genetic structure; Influenza A virus; Respiratory tract; Human mortality from H5N1; Respiratory tract infections; Avian influenza virus; Coronavirus disease 2019 (COVID-19); Respiratory system; Infectious disease (medical specialty); Disease; Internal medicine,"Influenza A virus; Influenza in Birds; Influenza, Human; Adult; Aged, 80 and over; Animals; China; Fatal Outcome; Female; Genome, Viral; Humans; Influenza A virus; Influenza A virus; Influenza A virus; Influenza in Birds; Influenza in Birds; Influenza, Human; Male; Phylogeny; Poultry; Real-Time Polymerase Chain Reaction; Reassortant Viruses; Respiratory Distress Syndrome; Respiratory Distress Syndrome; Reverse Transcriptase Polymerase Chain Reaction; Sequence Analysis, DNA",genetics; virology; virology; None; None; None; None; None; None; None; None; None; classification; isolation & purification; transmission; None; None; None; None; None; None; None; etiology; None; None; None
https://openalex.org/W3014233146,https://doi.org/10.1126/science.abb7015,"Susceptibility of ferrets, cats, dogs, and other domesticated animals to SARS–coronavirus 2",2020-04-08,article,https://api.openalex.org/works?filter=cites:W3014233146,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; COVID-19 epidemiological studies; COVID-19 Clinical Research Studies,Medicine; Mathematics; Medicine,Health Sciences; Physical Sciences; Health Sciences,Coronavirus; Pandemic; 2019-20 coronavirus outbreak,CATS; Coronavirus; Pandemic; Virology; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Biology; Coronavirus disease 2019 (COVID-19); Transmission (telecommunications); Domestication; Outbreak; Disease; Virus; 2019-20 coronavirus outbreak; Veterinary medicine; Infectious disease (medical specialty); Medicine; Pathology; Internal medicine; Ecology; Electrical engineering; Engineering,"Animals, Domestic; Betacoronavirus; Coronavirus Infections; Disease Models, Animal; Disease Susceptibility; Ferrets; Pandemics; Pneumonia, Viral; Animals; Antibodies, Viral; Antibodies, Viral; Betacoronavirus; Betacoronavirus; Betacoronavirus; COVID-19; Cats; Chickens; Coronavirus Infections; Coronavirus Infections; Dogs; Ducks; Feces; Feces; Female; Male; Pneumonia, Viral; Pneumonia, Viral; RNA, Viral; RNA, Viral; Respiratory System; Respiratory System; SARS-CoV-2; Species Specificity; Sus scrofa; Virus Attachment; Virus Replication",None; physiology; None; None; None; None; None; None; None; None; blood; immunology; None; isolation & purification; None; None; None; virology; transmission; None; None; virology; None; None; None; transmission; virology; isolation & purification; None; virology; None; None; None; None; None; None
https://openalex.org/W3016207602,https://doi.org/10.1016/j.envint.2020.105730,Airborne transmission of SARS-CoV-2: The world should face the reality,2020-04-10,article,https://api.openalex.org/works?filter=cites:W3016207602,Infection Control and Ventilation,Pulmonary and Respiratory Medicine,Health Sciences,Infection Control and Ventilation; COVID-19 epidemiological studies; COVID-19 Pandemic Impacts,"Medicine; Mathematics; Economics, Econometrics and Finance",Health Sciences; Physical Sciences; Social Sciences,Airborne Transmission; Face masks; 2019-20 coronavirus outbreak; Social distance; Pandemic,Airborne transmission; Coronavirus disease 2019 (COVID-19); Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Face masks; Transmission (telecommunications); 2019-20 coronavirus outbreak; Environmental health; Social distance; Business; Air transport; Ventilation (architecture); Pandemic; Environmental science; Aeronautics; Medicine; Geography; Computer science; Virology; Meteorology; Engineering; Telecommunications; Infectious disease (medical specialty); Disease; Pathology; Outbreak,"Air Pollution, Indoor; Betacoronavirus; Coronavirus Infections; Pandemics; Pneumonia, Viral; Ventilation; Betacoronavirus; COVID-19; Coronavirus Infections; Humans; Pneumonia, Viral; SARS-CoV-2",None; None; None; None; None; None; pathogenicity; None; transmission; None; transmission; None
https://openalex.org/W3043431476,https://doi.org/10.1016/j.cell.2020.07.012,The Impact of Mutations in SARS-CoV-2 Spike on Viral Infectivity and Antigenicity,2020-07-17,article,https://api.openalex.org/works?filter=cites:W3043431476,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; Bacteriophages and microbial interactions; vaccines and immunoinformatics approaches,"Medicine; Environmental Science; Biochemistry, Genetics and Molecular Biology",Health Sciences; Physical Sciences; Life Sciences,Infectivity; Antigenicity; N-linked glycosylation,Infectivity; Biology; Antigenicity; Glycosylation; Virology; Antibody; Neutralizing antibody; Neutralization; Mutation; N-linked glycosylation; Virus; Genetics; Gene; Glycoprotein; Glycan,"Antigens, Viral; A549 Cells; Animals; Betacoronavirus; Binding Sites; Cattle; Chlorocebus aethiops; Cricetinae; Dogs; Glycosylation; HEK293 Cells; HeLa Cells; Humans; Macaca mulatta; Madin Darby Canine Kidney Cells; Mice; Mutation; RAW 264.7 Cells; SARS-CoV-2; Spike Glycoprotein, Coronavirus; Swine; Vero Cells; Virulence",genetics; None; None; genetics; None; None; None; None; None; None; None; None; None; None; None; None; None; None; None; chemistry; None; None; genetics
https://openalex.org/W4210997720,https://doi.org/10.1038/s41572-018-0002-y,Influenza,2018-06-28,review,https://api.openalex.org/works?filter=cites:W4210997720,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Pandemic; Antigenic shift; H5N1 genetic structure,Virology; Pandemic; Neuraminidase; Virus; Antigenic drift; Outbreak; Human mortality from H5N1; Influenza A virus subtype H5N1; Antigenic shift; H5N1 genetic structure; Influenza vaccine; Influenza A virus; Infectious disease (medical specialty); Disease; Medicine; Biology; Coronavirus disease 2019 (COVID-19); Pathology,"Influenza, Human; Humans; Influenza, Human; Influenza, Human; Influenza, Human; Quality of Life; Quality of Life",therapy; None; prevention & control; epidemiology; None; psychology; None
https://openalex.org/W2098459942,https://doi.org/10.1016/s0140-6736(12)61684-5,Prediction and prevention of the next pandemic zoonosis,2012-11-30,review,https://api.openalex.org/works?filter=cites:W2098459942,Zoonotic diseases and public health,"Public Health, Environmental and Occupational Health",Health Sciences,Zoonotic diseases and public health; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Zoonosis; Pandemic; 2019-20 coronavirus outbreak; Betacoronavirus; Coronavirus Infections,Zoonosis; Pandemic; Coronavirus disease 2019 (COVID-19); 2019-20 coronavirus outbreak; Virology; Betacoronavirus; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Coronavirus Infections; Medicine; Geography; Outbreak; Infectious disease (medical specialty); Internal medicine; Disease,"Pandemics; Zoonoses; Animals; Blood-Borne Pathogens; Communicable Diseases, Emerging; Environmental Monitoring; Global Health; Health Policy; Humans; International Cooperation; Travel; Virus Diseases",prevention & control; epidemiology; None; None; epidemiology; None; None; None; None; None; None; epidemiology
https://openalex.org/W2071688420,https://doi.org/10.1038/nri3665,Innate immunity to influenza virus infection,2014-04-25,review,https://api.openalex.org/works?filter=cites:W2071688420,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; interferon and immune responses; Immune Response and Inflammation,Medicine; Immunology and Microbiology; Immunology and Microbiology,Health Sciences; Life Sciences; Life Sciences,,Innate immune system; Virus; Pattern recognition receptor; Biology; Immunology; Virology; Influenza A virus; Immune system; Acquired immune system; Immunity; Effector; Viral replication,"Orthomyxoviridae; Orthomyxoviridae Infections; Animals; Humans; Immunity, Innate; Immunity, Innate; Orthomyxoviridae; Orthomyxoviridae Infections; Receptors, Pattern Recognition; Receptors, Pattern Recognition",immunology; immunology; None; None; None; immunology; None; None; None; immunology
https://openalex.org/W3136166083,https://doi.org/10.1038/s41579-021-00535-6,Transmissibility and transmission of respiratory viruses,2021-03-22,review,https://api.openalex.org/works?filter=cites:W3136166083,Infection Control and Ventilation,Pulmonary and Respiratory Medicine,Health Sciences,Infection Control and Ventilation; Respiratory viral infections research; COVID-19 epidemiological studies,Medicine; Medicine; Mathematics,Health Sciences; Health Sciences; Physical Sciences,Transmissibility (structural dynamics); Airborne Transmission; Pandemic; Basic reproduction number,Transmissibility (structural dynamics); Transmission (telecommunications); Airborne transmission; Biology; Pandemic; Virus; Virology; Population; Basic reproduction number; Psychological intervention; Immunology; Environmental health; Disease; Coronavirus disease 2019 (COVID-19); Medicine; Infectious disease (medical specialty); Computer science; Telecommunications; Physics; Vibration isolation; Quantum mechanics; Pathology; Psychiatry; Vibration,COVID-19; SARS-CoV-2; Aerosols; Humans; Hygiene; Personal Protective Equipment,transmission; physiology; None; None; None; None
https://openalex.org/W2912500993,https://doi.org/10.1186/s12879-019-3707-y,Recognition of aerosol transmission of infectious agents: a commentary,2019-01-31,review,https://api.openalex.org/works?filter=cites:W2912500993,Infection Control and Ventilation,Pulmonary and Respiratory Medicine,Health Sciences,Infection Control and Ventilation; COVID-19 epidemiological studies; Viral Infections and Outbreaks Research,Medicine; Mathematics; Medicine,Health Sciences; Physical Sciences; Health Sciences,Medical microbiology; Parasitology; Tropical Medicine,Medical microbiology; Parasitology; Aerosol; Tropical medicine; Infectious disease (medical specialty); Coronavirus disease 2019 (COVID-19); Transmission (telecommunications); Medicine; Virology; Data science; Geography; Computer science; Pathology; Meteorology; Telecommunications; Disease,"Disease Transmission, Infectious; Aerosols; Air Microbiology; Humans; Infection Control",prevention & control; None; None; None; None
https://openalex.org/W2112982331,https://doi.org/10.1016/s0140-6736(14)60111-2,Clinical and epidemiological characteristics of a fatal case of avian influenza A H10N8 virus infection: a descriptive study,2014-02-01,article,https://api.openalex.org/works?filter=cites:W2112982331,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Respiratory viral infections research,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,H5N1 genetic structure; Molecular Epidemiology,Virology; Virus; Neuraminidase; Influenza A virus subtype H5N1; Biology; H5N1 genetic structure; Molecular epidemiology; Influenza A virus; Phylogenetic tree; Microbiology; Genotype; Gene; Medicine; Genetics; Infectious disease (medical specialty); Disease; Coronavirus disease 2019 (COVID-19); Pathology,"Influenza A virus; Influenza in Birds; Influenza, Human; Influenza, Human; Multiple Organ Failure; Poultry; Aged; Animals; Antiviral Agents; Antiviral Agents; China; Commerce; DNA, Viral; DNA, Viral; Fatal Outcome; Female; Glutamic Acid; Glutamic Acid; Humans; Influenza A Virus, H9N2 Subtype; Influenza A Virus, H9N2 Subtype; Influenza A virus; Influenza A virus; Influenza A virus; Influenza in Birds; Influenza, Human; Influenza, Human; Lysine; Lysine; Multiple Organ Failure; Neuraminidase; Neuraminidase; Phylogeny; Poultry; RNA-Dependent RNA Polymerase; RNA-Dependent RNA Polymerase; Reverse Transcriptase Polymerase Chain Reaction; Sequence Analysis, DNA; Trachea; Trachea; Viral Proteins; Viral Proteins",classification; virology; virology; diagnosis; virology; virology; None; None; pharmacology; None; None; None; None; analysis; None; None; None; metabolism; None; isolation & purification; None; genetics; drug effects; None; None; drug therapy; None; metabolism; None; None; antagonists & inhibitors; None; None; None; None; metabolism; None; None; None; virology; None; metabolism
