altmetric_id,core_doi,source_type,title,unique_identifier,posted_on,summary,lang_checked
803051,10.1126/science.1213362,blogs,"Influenza H5N1 virus versus ferrets, round two",http://www.virology.ws/2012/06/21/influenza-h5n1-virus-versus-ferrets-round-two/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+virologyblog+%28virology+blog%29,21/06/2012,"The second of two papers on avian influenza H5N1 virus that caused such a furor in the past year was published today in the journal Science. I have carefully read the paper by Fouchier and colleagues, and I assure you that it does not enable the productio...",True
803051,10.1126/science.1213362,blogs,Unleashing the Ferrets of Fear,http://alandove.com/content/2012/06/unleashing-the-ferrets-of-fear,22/06/2012,"The second of two controversial papers on H5N1 &#8220;bird flu&#8221; came out yesterday, and if you didn&#8217;t hear about it, it wasn&#8217;t for lack of publicity. Not only did journalists get the usual embargoed access to the paper at the beginning...",True
803051,10.1126/science.1213362,blogs,H5N1: What kind of oversight is best for bird flu research?,"http://www.latimes.com/health/boostershots/la-heb-bird-flu-future-ebright-20120622,0,3927576.story?track=rss",22/06/2012,The upshot of months of controversy over whether to publish research that used the H5N1 avian flu virus -- experiments in which scientists engineered forms of the bug that could spread through the air to infect mammals -- was that scientists got to  publi...,True
803051,10.1126/science.1213362,blogs,Origin of the H5N1 storm,http://www.virology.ws/2012/07/10/origin-of-the-h5n1-storm/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+virologyblog+%28virology+blog%29,10/07/2012,"I still wonder why the influenza virus H5N1 ferret transmission studies generated such fear and misunderstanding among the public, the press, and even some scientists. I still cannot fully explain what transpired, but now that the papers have been publish...",True
803051,10.1126/science.1213362,blogs,What Science Should We Fund? Questioning New Policy on H5N1 Gain-of-Function Research,http://rss.sciam.com/click.phdo?i=83e09f827ca8bc1afd991bc72025a1e5,15/01/2013,"Terrence Tumpey, whose team reconstructed the extinct 1918 “Spanish Flu” virus. Cutting edge influenza research has generated controversy, with some claiming that the benefits of creating new (or resurrecting old) viruses are outweighed by the risks of an...",True
803051,10.1126/science.1213362,blogs,EDITORIAL: A long pause,http://feeds.nature.com/~r/nm/rss/spoonful_of_medicine/~3/mcdqyqqzua0/a-long-pause.html,24/01/2013,"A version of this editorial appears in the February 2013 issue of Nature Medicine. Last January, scientists voluntarily imposed a pause on research that could lead to the generation of highly pathogenic avian influenza viruses with increased transmissibil...",True
803051,10.1126/science.1213362,blogs,Science and the Flu: A Little Learning Is A Dangerous Thing,http://science.kqed.org/quest/2012/09/25/science-and-the-flu-a-little-learning-is-a-dangerous-thing/?utm_source=rss&utm_medium=rss&utm_campaign=science-and-the-flu-a-little-learning-is-a-dangerous-thing,25/09/2012,"Bernt Notke&#39;s Danse Macabre The first sniffles of flu season are upon us: a friend of mine was struck down, and couldn't join me in attending a science dialogue on Sunday night. This was darkly humorous, as the topic of the evening was pandemics. Prov...",True
803051,10.1126/science.1213362,blogs,Monday Micro – citizen science &amp; the scary viruses,http://sciblogs.co.nz/infectious-thoughts/2013/06/03/monday-micro-citizen-science-the-scary-viruses,03/06/2013,"I&#8217;ve recently returned from Denver, Colorado where I was attending the American Society of Microbiology&#8217;s (ASM) annual conference. It was one of the biggest conferences I&#8217;ve ever been to: approximately 7,100 attendees, nearly 230 sessi...",True
803051,10.1126/science.1213362,blogs,Ferreting Out Flu,http://directorsblog.nih.gov/ferreting-out-flu/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=ferreting-out-flu,06/06/2013,"Caption: Testing transmission of the new H7N9 flu virusCredit: Sander Herfst, Department of Virology, Erasmus Medical Center, Rotterdam, NL The latest flu virus causing concern, H7N9, arose in birds in Eastern China a few months ago—so far infecting more ...",True
803051,10.1126/science.1213362,blogs,Ferreting Out Flu,http://directorsblog.nih.gov/2013/06/06/ferreting-out-flu,06/06/2013,"Caption: Testing transmission of the new H7N9 flu virusCredit: Sander Herfst, Department of Virology, Erasmus Medical Center, Rotterdam, NL The latest flu virus causing concern, H7N9, arose in birds in Eastern China a few months ago—so far infecting more ...",True
803051,10.1126/science.1213362,blogs,A ‘Kill Switch’ For H7N9 and H5N1 ‘Gain-Of Function’ Influenza Viruses,http://www.scilogs.com/thats_basic_science/a-kill-switch-for-h7n9-and-h5n1-gain-of-function-influenza-viruses/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=a-kill-switch-for-h7n9-and-h5n1-gain-of-function-influenza-viruses,11/08/2013,&nbsp;A report in Nature Biotechnology highlights a simple way to control gain-of-function flu viruses.Influenza A (H7N9) as viewed through an electron microscope. Both filaments and spheres are observed in this photo. (Credit: The U.S. Centers for Dise...,True
803051,10.1126/science.1213362,blogs,Court upholds need for export permits for risky flu research,http://blogs.nature.com/news/2013/09/court-upholds-need-for-export-permits-for-risky-flu-research.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+news%2frss%2fnewsblog+%28news+blog+-+blog+posts%29,26/09/2013,"The researcher who created mammalian-transmissible strains of the H5N1 avian flu virus, raising fears they could cause a pandemic, has failed in an attempt to overcome government restrictions on the publication of his papers (see Nature&#8216;s mutant flu...",True
803051,10.1126/science.1213362,blogs,Controversial Research Topics (Part 1),http://blog.labguru.com/blog-labguru/controversial-research-topics-part-1,08/08/2013,Rarely does the simple announcement of a forthcoming paper create the kind of firestorm that erupted last year after researchers from the University of Tokyo and University of Wisconsin reported that splicing a mutated version of a key viral protein cal...,True
803051,10.1126/science.1213362,blogs,Mutant Viruses Too Dangerous To Study,http://blogs.redorbit.com/mutant-viruses-too-dangerous-to-study,20/06/2014,"It's the stuff of science fiction. A scientist working in this laboratory produces a new, mutant species so dangerous that the world is at risk if it escapes. Such a scenario is no longer pure fiction and the possibility of a ""doomsday"" lab escape has i...",True
803051,10.1126/science.1213362,blogs,Behind the Steel Door,http://www.lastwordonnothing.com/2015/02/11/behind-the-steel-door,11/02/2015,"In 2011, Yoshihiro Kawaoka reported that his team had engineered a pandemic form of the bird flu virus. Bird flu, also known as H5N1, has infected infected nearly 700 people worldwide and killed more than 400. But it hasn&rsquo;t yet gained the ability ...",True
803051,10.1126/science.1213362,blogs,The moral imperative to research editing embryos:  The need to modify Nature and Science,http://blog.practicalethics.ox.ac.uk/2015/04/the-moral-imperative-to-research-editing-embryos-the-need-to-modify-nature-and-science,23/04/2015,"Chris Gyngell and Julian Savulescu Human genetic modification has officially progressed from science fiction to science.&nbsp; In a world first, scientists have used the gene editing technique CRISPR to modify human embryos. While the study itself marks...",True
803051,10.1126/science.1213362,blogs,Making influenza more efficient: flu virus engineering resumes,http://www.checkmatescientist.net/2013/02/making-influenza-more-efficient-flu.html,01/02/2013,"Declan Butler, at Nature, writes:The move follows a large international workshop convened on 17–18  December by the US National Institutes of Health in Bethesda, Maryland,  to discuss ‘gain-of-function research’ — that intended to increase the  transmissi...",True
803051,10.1126/science.1213362,blogs,This Week in Science,http://feeds.genomeweb.com/~r/genomeweb/dailyscan/~3/qgt-lak7nga/two-tweaks-and-treatment,22/06/2012,,True
803051,10.1126/science.1213362,blogs,"U.S. Halts Research On Viral Super-Strains, Citing Safety Concerns",http://www.iflscience.com/health-and-medicine/us-halts-research-viral-super-strains-citing-safety-concerns,23/10/2014,"Health and Medicine          Photo credit:          MERS Coronavirus Particles. NIAID/Colorado State University   Last week, the White House Office of Science and Technology Policy stunned scientists when it announced a moratorium of federally-funded re...",True
803051,10.1126/science.1213362,blogs,Redux: Behind the Steel Door,http://www.lastwordonnothing.com/2017/06/28/redux-behind-the-steel-door,28/06/2017,"This post first ran&nbsp;on February 11, 2015.&nbsp; In 2011, Yoshihiro Kawaoka reported that his team had engineered a pandemic form of the bird flu virus. Bird flu, also known as H5N1, has infected infected nearly 700 people worldwide and killed more ...",True
803051,10.1126/science.1213362,blogs,Science Publishes The Fouchier Ferret Study,http://afludiary.blogspot.com/2012/06/science-publishes-fouchier-ferret-study.html,21/06/2012,"BSL-4 Lab Worker - Photo Credit –USAMRIID         # 6398     Just over 9 months ago, at the 2011 ESWI Influenza Conference in Malta, Dutch researcher Ron Fouchier described the results of a groundbreaking – and later, ground shaking – experiment he’d cond...",True
803051,10.1126/science.1213362,blogs,Science and the Flu: A Little Learning Is A Dangerous Thing,http://science.kqed.org/quest/2012/09/25/science-and-the-flu-a-little-learning-is-a-dangerous-thing/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=science-and-the-flu-a-little-learning-is-a-dangerous-thing,25/09/2012,"The first sniffles of flu season are upon us: a friend of mine was struck down, and couldn't join me in attending a science dialogue on Sunday night. This was darkly humorous, as the topic of the evening was pandemics. &#8230; [visit site to read more] ...",True
803051,10.1126/science.1213362,blogs,The NIH Restarts Funding for Work With Deadly Pathogens,http://bigthink.com/robby-berman/the-nih-restarts-funding-for-work-with-deadly-pathogens?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+bigthink%2fmain+%28big+think+main%29,21/12/2017,The government decides the risk of research into dangerous viruses is worth the reward.Read More,True
803051,10.1126/science.1213362,blogs,Did this Virus Come from a Lab? Maybe Not — But it Exposes the Threat of a Biowarfare Arms Race,https://www.independentsciencenews.org/commentaries/did-this-virus-come-from-a-lab-maybe-not-but-it-exposes-the-threat-of-a-biowarfare-arms-race,24/04/2020,"By Sam Husseini This article first appeared at Salon There is no scientific finding that the novel coronavirus was bioengineered, but its origins are not entirely clear. Deadly pathogens discovered in the wild can be ...",True
803051,10.1126/science.1213362,blogs,The Case Is Building That COVID-19 Had a Lab Origin,https://www.independentsciencenews.org/health/the-case-is-building-that-covid-19-had-a-lab-origin,02/06/2020,"By Jonathan Latham, PhD and Allison Wilson, PhD If the public has learned a lesson from the COVID-19 pandemic it is that science does not generate certainty. Do homemade face masks work? What is the ...",True
803051,10.1126/science.1213362,blogs,A Proposed Origin for SARS-CoV-2 and the COVID-19 Pandemic,https://www.independentsciencenews.org/commentaries/a-proposed-origin-for-sars-cov-2-and-the-covid-19-pandemic/?utm_source=rss&utm_medium=rss&utm_campaign=a-proposed-origin-for-sars-cov-2-and-the-covid-19-pandemic,15/07/2020,"by Jonathan Latham, PhD and Allison Wilson, PhD In all the discussions of the origin of the COVID-19 pandemic, enormous scientific attention has been paid to the molecular character of the SARS-CoV-2 virus, including its ... The post A Proposed Origin f...",True
803051,10.1126/science.1213362,blogs,"Viral, A Review",https://wattsupwiththat.com/2022/01/03/viral-a-review/?utm_source=rss&utm_medium=rss&utm_campaign=viral-a-review,03/01/2022,By Andy May Alina Chan is a molecular biologist specializing in gene therapy and cell engineering at the Broad Institute of MIT and Harvard. She partnered with the famous science&#8230;,True
803051,10.1126/science.1213362,blogs,"Viral, A Review",https://climate-science.press/2022/01/03/viral-a-review,03/01/2022,"By Andy May    Alina Chan is a molecular biologist specializing in gene therapy and cell engineering at the Broad Institute of MIT and Harvard. She partnered with the famous science writer, Matt Ridley, to write&nbsp;Viral, the Search for the Origin of CO...",True
803051,10.1126/science.1213362,blogs,"Viral, A Review",https://iowaclimate.org/2022/01/03/viral-a-review,03/01/2022,"By Andy May Alina Chan is a molecular biologist specializing in gene therapy and cell engineering at the Broad Institute of MIT and Harvard. She partnered with the famous science writer, Matt Ridley, to write Viral, the Search for the Origin of COVID-19...",True
803051,10.1126/science.1213362,blogs,Panel recommends new controls on deadly gain-of-function research. Will the government listen?,http://genome.fieldofscience.com/2023/02/panel-recommends-new-controls-on-deadly.html,06/02/2023,"Illustration by Erik EnglishThis past week, a government-appointed panel of scientists released a new report recommending 13 actions the U.S. government should take to control “gain-of-function” research that has the potential to create deadly new pathoge...",True
803051,10.1126/science.1213362,blogs,"Bird flu, human cases and the risk to Australia",https://pursuit.unimelb.edu.au/articles/bird-flu-human-cases-and-the-risk-to-australia,20/03/2023,"Avian flu is continuing to spread throughout the world, killing wild birds and poultry en masse across the northern hemisphere, Africa and South America. Not only is this strain of bird flu wreaking havoc on wild birds and poultry, it is responsible for n...",True
803051,10.1126/science.1213362,blogs,These CRISPR Engineered ‘Super Chickens’ Are Resistant to Bird Flu,https://singularityhub.com/2023/10/12/crispr-engineered-super-chickens-are-resistant-to-bird-flu,12/10/2023,"The gene editing tool CRISPR may be crucial in fighting off one of the deadliest viruses circulating the globe—a virus that has killed hundreds of millions since 2020. It’s not Covid-19, of course. The virus is a type of especially aggressive bird flu tha...",True
803051,10.1126/science.1213362,blogs,Genetic diversity of H9N2 avian influenza viruses in poultry across China and implications for zoonotic transmission,https://www.nature.com/articles/s41564-025-02002-x,03/06/2025,"Nature Microbiology, Published online: 03 June 2025; doi:10.1038/s41564-025-02002-xThe H9N2 avian influenza viruses (AIVs) remain dominant in live poultry markets in China, and H9N2 AIVs with HA-Q226L, PB2-V/K627 and NP-N52 mutations can be transmitted ...",True
803051,10.1126/science.1213362,video,Jane Burgermeister   pandemic update 25 June 2012,https://www.youtube.com/watch?v=jgst_uaivss,11/07/2012,"http://www.youtube.com/watch?v=ebcG_WcsezY   ""Published on Jun 25, 2012 by monitorpolski  Jane Bürgermeister's blog: http://birdflu666.wordpress.com Hundreds of reports have appeared in the mainstream media in the past couple of days hyping the danger of ...",True
803051,10.1126/science.1213362,video,Jane Burgermeister - pandemic update 25 June 2012,https://www.youtube.com/watch?v=hlk_zfz7xhu,27/06/2012,Jane Burgermeister - pandemic update 25 June 2012   Jane Bürgermeister's blog: http://birdflu666.wordpress.com Hundreds of reports have appeared in the mainstream media in the past couple of days hyping the danger of a new bioengineered bird flu virus whi...,True
