altmetric_id,core_doi,source_type,title,unique_identifier,posted_on,summary,lang_checked
31961275,10.1371/journal.pone.0188453,blogs,Top stories in science this week,https://thesurg.com/science-this-week-jan-3-2017,21/01/2018,"Researchers have developed a single blood test that screens for eight common cancer types The test, called CancerSEEK, is a unique noninvasive, multianalyte test that simultaneously evaluates levels of eight cancer proteins and the presence of cancer ge...",True
31961275,10.1371/journal.pone.0188453,blogs,A Paper Showing How to Make a Smallpox Cousin Just Got Published,http://bioethicsbulletin.org/archive/a-paper-showing-how-to-make-a-smallpox-cousin-just-got-published,22/01/2018,Critics wonder why,True
31961275,10.1371/journal.pone.0188453,blogs,TWiV 478: A pox on your horse,http://www.microbe.tv/twiv/twiv-478/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+twivmp3+%28this+week+in+virology+-+mp3+edition%29,28/01/2018,"The TWiV team explains how infectious horsepox virus - likely the ancestor of smallpox vaccines - was recovered from chemically synthesized DNA fragments. Hosts:&nbsp;Vincent Racaniello, Dickson Despommier,&nbsp;Alan Dove, Rich Condit, and Kathy Spindle...",True
31961275,10.1371/journal.pone.0188453,blogs,Did Pox Virus Research Put Potential Profits Ahead of Public Safety?,https://www.npr.org/sections/health-shots/2018/02/17/585385308/did-pox-virus-research-put-potential-profits-ahead-of-public-safety?utm_medium=rss&utm_campaign=health,17/02/2018,,True
31961275,10.1371/journal.pone.0188453,blogs,Did smallpox virus research put potential profits ahead of public safety?,http://feeds.scpr.org/~r/893kpccsoutherncalifornianews-health/~3/x2j2serjlso,17/02/2018,"Vials of smallpox vaccine sit on a counter before a vaccination on December 16, 2002 at Mid-Florida Biologicals in Altamonte Springs, Florida.;  Credit: Chris Livingston/Getty Images Nell Greenfieldboyce | NPRIn the brave new world of synthetic biology, s...",True
31961275,10.1371/journal.pone.0188453,blogs,"As D.I.Y. Gene Editing Gains Popularity, ‘Someone Is Going to Get Hurt’",https://www.nytimes.com/2018/05/14/science/biohackers-gene-editing-virus.html?partner=rss&emc=rss,14/05/2018,"After researchers created a virus from mail-order DNA, geneticists sound the alarm about the genetic tinkering carried out in garages and living rooms.",True
31961275,10.1371/journal.pone.0188453,blogs,"Urgent need to prepare for manmade virus attacks, says US government report",https://www.theguardian.com/science/2018/jun/19/urgent-need-to-prepare-for-manmade-virus-attacks-says-us-government-report,19/06/2018,"Report warns that swift progress in our ability to manufacture viruses is making us vulnerable to biological attacksThe rapid rise of synthetic biology, a futuristic field of science that seeks to master the machinery of life, has raised the risk of a n...",True
31961275,10.1371/journal.pone.0188453,blogs,TWiV 499: Good virologists go to Halifax,http://feedproxy.google.com/~r/twivmp3/~3/fcn6rrkwv-k,24/06/2018,"Vincent and Alan travel to the Canadian Society for Virology meeting in Halifax, Nova Scotia to speak with Nathalie and Craig about their vision for the society, and with Kate and Ryan about their careers and their research. Hosts: Vincent Racanielloand A...",True
31961275,10.1371/journal.pone.0188453,blogs,The Need for a Nuremberg Code for the 21st Century,http://rss.sciam.com/~r/observations/feed/~3/hgxyfqvogmm,13/11/2019,Science continues to be weaponized in the name of oppression  -- Read more on ScientificAmerican.com,True
31961275,10.1371/journal.pone.0188453,blogs,The Dantastic Mr. Tox & Howard – S03E02 – All I Want for Christmas is Two New Base Pairs,https://emcrit.org/toxhound/s03e02-crispr,25/12/2019,Genetic terrorism and CRSPR with Dr. Jillian Theobald Join Dan (@drusyniak) &#038;Howard (@heshiegreshie) as they explore the world of gene editing with Dr. Jillian Theobald (@JillianTheobald). Dive deep into CRISPR and how it is revolutionizing the way...,True
31961275,10.1371/journal.pone.0188453,blogs,The Genetic Engineering Genie Is Out of the Bottle,http://strategicstudyindia.blogspot.com/2020/09/the-genetic-engineering-genie-is-out-of.html,15/09/2020,"BY VIVEK WADHWASource LinkUsually good for a conspiracy theory or two, U.S. President Donald Trump has suggested that the virus causing COVID-19 was either intentionally engineered or resulted from a lab accident at the Wuhan Institute of Virology in Chin...",True
31961275,10.1371/journal.pone.0188453,blogs,The Genetic Engineering Genie Is Out of the Bottle,http://strategicstudyindia.blogspot.com/2020/09/the-genetic-engineering-genie-is-out-of_21.html,20/09/2020,"BY VIVEK WADHWASource inkUsually good for a conspiracy theory or two, U.S. President Donald Trump has suggested that the virus causing COVID-19 was either intentionally engineered or resulted from a lab accident at the Wuhan Institute of Virology in China...",True
31961275,10.1371/journal.pone.0188453,blogs,"21 Americans Infected With Monkeypox, C.D.C. Reports",https://www.nytimes.com/2022/06/03/health/monkeypox-vaccine-treatments.html,03/06/2022,"As the number of cases outside Africa approaches 800, governments are scrambling for a limited pool of vaccines and treatments with unclear effectiveness.",True
31961275,10.1371/journal.pone.0188453,news,Novel synthetic vaccine against smallpox developed,https://in.news.yahoo.com/novel-synthetic-vaccine-against-smallpox-developed-080004153.html,21/01/2018,"Toronto, Jan 21 (IANS) Researchers have developed a new synthetic virus that can lead to the development of a more effective vaccine against smallpox in humans.",True
